date,score
2012-12-14 14:49:15,"[-2.1626, -1.0779, 1.0637, 1.9339, 0.1718]"
2012-12-17 18:20:08,"[-1.9943, -2.0725, -0.6485, 1.4047, 2.6517]"
2012-12-19 01:20:51,"[-1.4896, -1.907, -0.9552, 0.7692, 2.9697]"
2012-12-19 23:29:54,"[-1.647, -1.7163, -0.7524, 1.3303, 2.2014]"
2012-12-24 02:12:11,"[-1.1595, -0.5328, 0.3401, 0.8374, 0.2188]"
2012-12-24 02:20:49,"[0.1723, -0.0199, 0.0713, -0.0603, -0.2918]"
2012-12-24 02:32:20,"[-0.4974, -0.6898, -0.0507, 0.5542, 0.3973]"
2012-12-24 02:44:12,"[-0.3579, -0.5817, -0.031, 0.3579, 0.5201]"
2012-12-25 22:02:34,"[-1.95, -2.0347, -0.2688, 1.2796, 2.382]"
2012-12-25 22:37:56,"[-1.8846, -1.4446, 0.3052, 1.4202, 1.154]"
2012-12-29 14:16:03,"[-0.8474, -0.7017, -0.158, 0.6966, 0.8272]"
2012-12-29 14:17:02,"[-1.0214, -1.3403, -0.6223, 0.6048, 1.9266]"
2013-01-04 03:09:39,"[-1.6437, -1.1931, 0.1701, 1.2719, 0.9684]"
2013-01-04 18:19:30,"[-2.2435, -1.6403, 0.4561, 1.8953, 1.1748]"
2013-01-10 08:05:03,"[0.5324, 0.5305, 0.6252, -0.2963, -1.1054]"
2013-01-10 17:27:35,"[-1.0248, -0.5839, -0.1523, 0.5107, 0.7782]"
2013-01-15 23:54:48,"[-1.5016, -1.4491, -0.2003, 1.0235, 1.5672]"
2013-01-18 17:24:36,"[-1.991, -0.8224, 0.8227, 1.4507, 0.3208]"
2013-01-26 13:31:52,"[-0.0995, -0.0047, 0.2371, 0.2035, -0.2431]"
2013-01-30 03:56:46,"[-0.4599, -0.4284, 0.0424, 0.4072, 0.2408]"
2013-02-04 02:12:06,"[-1.6757, -1.5927, -0.3519, 1.0797, 2.0786]"
2013-02-04 03:06:02,"[-2.1901, -2.6697, -1.3573, 1.3718, 3.8834]"
2013-02-04 07:51:58,"[1.6543, -0.0365, -0.6953, -0.8326, 0.0373]"
2013-02-08 07:18:02,"[2.7404, 1.6185, 0.5913, -1.5105, -2.5973]"
2013-02-08 19:21:31,"[-1.2318, -1.6377, -0.6583, 0.7284, 2.396]"
2013-02-08 19:24:24,"[-0.2305, -0.3842, 0.1002, 0.2865, 0.1067]"
2013-02-09 13:26:22,"[0.0967, 0.1938, 0.1721, -0.0521, -0.5133]"
2013-02-10 17:58:01,"[3.3036, 1.2508, 0.0101, -1.6402, -2.0823]"
2013-02-11 19:26:30,"[2.5051, 1.2477, 0.2493, -1.3005, -1.9073]"
2013-02-11 19:30:14,"[-0.5127, -0.6244, -0.1325, 0.5549, 0.4562]"
2013-02-11 19:41:29,"[-1.0533, -0.3713, 0.403, 0.706, 0.0971]"
2013-02-11 19:44:06,"[-2.1195, -1.9301, -0.3776, 1.4606, 2.3628]"
2013-02-11 19:47:10,"[1.7609, 1.0697, 0.2381, -1.0454, -1.6251]"
2013-02-11 20:27:16,"[-1.7706, -0.6084, 0.2364, 0.917, 0.7994]"
2013-02-14 22:17:45,"[0.4791, 0.2964, 0.0488, -0.1892, -0.4617]"
2013-02-15 01:58:14,"[0.1899, -0.2216, -0.3734, 0.0538, 0.2397]"
2013-02-15 09:01:12,"[-1.0256, -0.9032, 0.1041, 0.8615, 0.6918]"
2013-02-16 01:34:54,"[0.5629, 0.1883, -0.1211, -0.3551, -0.3312]"
2013-02-18 19:25:03,"[-1.6334, -0.8989, 0.2539, 1.0831, 0.9719]"
2013-02-19 23:07:22,"[-0.2773, -1.1768, -0.5119, 0.4233, 1.1856]"
2013-02-23 04:31:10,"[-1.539, -1.2157, -0.0527, 1.2471, 1.1832]"
2013-02-25 09:25:00,"[-1.9796, -1.9743, -0.4298, 1.3137, 2.5307]"
2013-02-26 00:08:07,"[-1.5653, -1.0126, 0.2903, 1.2357, 0.8682]"
2013-02-27 02:28:55,"[1.0231, 0.4709, 0.1971, -0.5008, -0.9223]"
2013-02-27 03:35:59,"[0.6809, 0.5945, 0.1855, -0.3339, -1.0303]"
2013-02-27 03:51:40,"[-0.3161, -0.5305, -0.3045, 0.2637, 0.5576]"
2013-03-01 05:29:16,"[-0.3298, -1.0241, -0.4092, 0.4877, 1.0358]"
2013-03-01 08:27:14,"[1.5858, 1.3951, 0.7033, -0.8951, -2.2587]"
2013-03-01 14:49:17,"[0.9655, 0.5613, 0.3507, -0.4671, -1.2058]"
2013-03-01 15:32:26,"[-2.0567, -1.9589, -0.4979, 1.5411, 2.2718]"
2013-03-01 15:40:51,"[1.702, 1.543, 0.697, -1.0218, -2.4512]"
2013-03-01 16:04:58,"[-0.0368, 0.3874, 0.4754, 0.1369, -0.8963]"
2013-03-01 16:12:21,"[0.2945, 0.2894, 0.1694, -0.2206, -0.5756]"
2013-03-01 16:38:27,"[-1.6339, -0.6932, 0.559, 1.0491, 0.4553]"
2013-03-01 16:49:42,"[-2.4053, -2.0994, -0.1185, 1.8681, 2.1572]"
2013-03-01 17:01:42,"[0.8497, 0.4781, 0.1457, -0.3224, -1.0636]"
2013-03-01 19:57:04,"[-1.0119, -0.9983, -0.7089, 0.6601, 1.4627]"
2013-03-01 21:04:13,"[-1.5158, -1.3126, -0.3949, 1.1018, 1.6447]"
2013-03-01 22:16:48,"[-1.6589, -1.445, -0.2813, 1.312, 1.5636]"
2013-03-01 23:06:26,"[-1.4737, -1.4456, -0.4604, 0.919, 1.9083]"
2013-03-01 23:28:13,"[-1.8269, -0.954, 0.3365, 1.2131, 0.8019]"
2013-03-02 20:58:29,"[0.2125, -0.1784, -0.1395, 0.0313, -0.0443]"
2013-03-06 22:49:02,"[-0.1666, -1.2442, -1.1047, -0.183, 2.4014]"
2013-03-08 14:03:12,"[0.484, 0.1308, -0.0649, -0.188, -0.3241]"
2013-03-08 14:19:15,"[0.3325, 0.2942, -0.043, -0.2969, -0.4042]"
2013-03-08 14:37:27,"[0.421, -0.1159, -0.1314, -0.1133, -0.1216]"
2013-03-08 14:44:48,"[-0.8101, -0.5061, -0.0384, 0.6118, 0.457]"
2013-03-08 15:16:35,"[1.1703, -0.00033869, -0.33658, -0.46336, -0.27294]"
2013-03-08 15:20:02,"[-0.2088, -0.5083, -0.1643, 0.1837, 0.5044]"
2013-03-08 15:26:49,"[1.1256, 0.9375, 0.6159, -0.692, -1.5597]"
2013-03-08 15:38:34,"[-2.2665, -2.137, 0.0572, 1.7356, 1.9728]"
2013-03-08 17:27:21,"[0.6698, -0.557, -0.5022, -0.2856, 0.5576]"
2013-03-09 19:55:35,"[0.3568, 0.167, -0.0843, -0.0884, -0.4275]"
2013-03-09 22:28:52,"[-0.693, -1.1161, -0.4453, 0.5255, 1.4823]"
2013-03-10 00:39:02,"[-0.2061, -0.6057, -0.2369, 0.3532, 0.4948]"
2013-03-17 18:20:24,"[0.2128, -0.3333, -0.2136, 0.1138, 0.2457]"
2013-03-17 18:32:54,"[-2.4893, -2.3243, -0.1477, 1.7597, 2.5542]"
2013-03-19 03:03:05,"[-0.2351, -0.4852, -0.2141, 0.3676, 0.3927]"
2013-03-20 00:53:40,"[-0.6518, -0.437, -0.0247, 0.5867, 0.5168]"
2013-03-20 01:00:37,"[-2.142, -1.5406, -0.2523, 1.5416, 1.8853]"
2013-03-20 06:30:09,"[-0.5601, -0.877, -0.2341, 0.5306, 0.8198]"
2013-03-23 00:04:01,"[0.4118, 0.1931, 0.4049, -0.0303, -0.8181]"
2013-03-23 00:26:25,"[1.4969, 0.7826, 0.146, -0.7334, -1.3069]"
2013-03-23 21:00:44,"[-0.8827, -0.4044, 0.7924, 1.0018, -0.4895]"
2013-03-23 21:12:48,"[0.7302, 0.5375, 0.3494, -0.423, -1.0601]"
2013-03-23 22:00:39,"[-0.9236, -0.3816, -0.0417, 0.3969, 0.5648]"
2013-03-23 22:13:40,"[-0.9519, -0.7871, -0.3059, 0.5331, 1.0634]"
2013-03-23 22:15:45,"[-0.1645, 0.4357, 0.8946, 0.1094, -1.099]"
2013-03-23 22:26:34,"[-1.9192, -1.7338, -0.5183, 1.215, 2.4913]"
2013-03-23 23:41:56,"[-0.3155, -0.6444, -0.0838, 0.3413, 0.6682]"
2013-03-24 04:57:40,"[0.0388, -0.5061, 0.0371, 0.0218, 0.3426]"
2013-03-24 04:59:44,"[-0.8208, 0.2662, 1.0826, 0.5576, -0.9144]"
2013-03-25 16:44:29,"[1.608, 0.7385, 0.0403, -0.9158, -1.1624]"
2013-03-25 18:48:30,"[-1.5429, -1.8076, -1.0692, 1.0887, 2.5807]"
2013-03-26 01:20:23,"[0.8202, 1.0117, 0.8686, -0.3789, -1.9648]"
2013-03-26 07:08:08,"[-0.7102, -0.5498, 0.0072, 0.5357, 0.559]"
2013-03-26 16:22:14,"[-1.865, -1.315, 0.2, 1.4485, 1.1089]"
2013-03-26 16:30:49,"[-0.5861, -0.5149, -0.178, 0.3334, 0.5716]"
2013-03-26 16:31:55,"[0.4225, 0.1588, 0.1696, -0.0932, -0.5911]"
2013-03-26 16:59:55,"[-2.3679, -0.7065, 1.4054, 1.3915, 0.0661]"
2013-03-29 15:27:30,"[1.5075, 0.4635, 0.0055, -0.8757, -0.8261]"
2013-03-29 15:36:07,"[2.2813, 1.0087, -0.0742, -1.3153, -1.4289]"
2013-03-29 15:51:38,"[-1.2074, -0.7793, -0.0074, 0.9132, 0.7578]"
2013-03-30 21:53:03,"[0.3027, 0.35, 0.1986, -0.1077, -0.6231]"
2013-03-30 21:59:48,"[0.2612, -0.5657, -0.1453, 0.1102, 0.3582]"
2013-03-30 22:07:04,"[1.4209, 0.8547, 0.5517, -0.6891, -1.6276]"
2013-03-31 00:54:44,"[0.1984, -0.3799, -0.086, 0.1887, 0.1271]"
2013-03-31 18:53:37,"[-1.4152, -1.7787, -0.3978, 1.0034, 2.0015]"
2013-04-01 04:51:03,"[-1.3106, -1.353, -0.6889, 1.0125, 1.9599]"
2013-04-01 05:00:35,"[-1.3574, -0.1146, 1.0299, 0.9291, -0.5018]"
2013-04-01 20:19:54,"[-2.3209, -2.563, -0.5728, 1.6696, 2.9798]"
2013-04-01 20:44:22,"[-1.6505, -1.1573, 0.1545, 1.1701, 1.1349]"
2013-04-02 00:53:24,"[0.2525, -0.0824, -0.1289, -0.258, 0.1155]"
2013-04-02 16:11:45,"[-1.285, -1.1514, -0.2412, 0.8563, 1.3828]"
2013-04-02 16:19:41,"[-0.4817, -0.7751, -0.433, 0.4906, 0.9381]"
2013-04-02 17:49:11,"[1.0035, -0.2822, -0.2403, -0.4065, 0.0383]"
2013-04-02 18:25:02,"[0.0719, -0.5502, -0.1844, 0.0097, 0.5419]"
2013-04-02 18:36:05,"[0.4633, 0.4666, 0.5366, -0.2852, -0.9501]"
2013-04-02 22:54:06,"[-0.0027, 0.2884, 0.4725, -0.1924, -0.4526]"
2013-04-02 22:55:38,"[-1.1791, -1.0671, -0.1889, 0.7674, 1.2451]"
2013-04-03 00:04:53,"[-1.3957, -1.5748, -0.4964, 1.2111, 1.7291]"
2013-04-03 03:33:50,"[-1.1573, -1.4346, -0.5841, 0.7955, 1.8106]"
2013-04-08 19:22:02,"[3.236, 1.7484, 0.0858, -1.8397, -2.4567]"
2013-04-08 23:41:56,"[0.2069, -0.2819, -0.5474, -0.1437, 0.5896]"
2013-04-08 23:47:09,"[-2.339, -1.7307, -0.2826, 1.5719, 2.072]"
2013-04-08 23:48:26,"[0.3656, -0.1626, -0.5972, -0.1933, 0.3273]"
2013-04-09 00:43:28,"[-1.8386, -1.0401, 0.1335, 1.3162, 1.2215]"
2013-04-09 00:54:22,"[-0.3351, 0.3987, 0.7839, 0.1973, -0.8322]"
2013-04-09 01:01:00,"[-1.6964, 0.1964, 1.4753, 1.0523, -0.8696]"
2013-04-09 01:11:04,"[-2.3326, -0.5277, 1.3966, 1.6379, -0.2259]"
2013-04-09 01:27:46,"[-0.0518, -0.3537, -0.2014, 0.0146, 0.3406]"
2013-04-09 01:44:29,"[0.9491, 0.5646, -0.3338, -0.8716, -0.3057]"
2013-04-09 01:51:06,"[0.6403, 0.7398, 0.5858, -0.5237, -1.3866]"
2013-04-09 14:56:56,"[0.5562, -0.3226, -0.2397, -0.1076, 0.1289]"
2013-04-09 19:43:37,"[0.3791, 0.4269, 0.2554, -0.2763, -0.811]"
2013-04-10 13:56:37,"[-1.4017, -0.5136, 0.4987, 0.9705, 0.2829]"
2013-04-10 14:07:49,"[-0.2914, -0.5747, -0.3566, 0.1289, 0.6743]"
2013-04-11 01:43:52,"[-0.2524, -0.659, -0.195, 0.085, 0.8182]"
2013-04-11 02:11:40,"[0.8847, 0.0113, -0.1634, -0.3586, -0.2562]"
2013-04-11 18:03:27,"[1.877, 0.3806, -0.2967, -0.7938, -0.7578]"
2013-04-11 18:05:43,"[1.8324, 0.4103, -0.2799, -0.9144, -0.6999]"
2013-04-11 18:22:43,"[-1.8709, -1.9502, -0.6531, 1.3951, 2.3758]"
2013-04-11 18:30:31,"[-1.2563, -1.1056, -0.2612, 0.8535, 1.2491]"
2013-04-13 02:58:20,"[-0.9739, -0.4411, 0.6604, 0.8255, -0.2198]"
2013-04-17 05:05:09,"[0.3285, -0.2723, -0.0638, 0.0164, 0.0309]"
2013-04-17 17:30:26,"[1.3953, -0.002, -0.1997, -0.5124, -0.4492]"
2013-04-18 20:57:20,"[-0.8859, -1.1657, -0.6762, 0.6763, 1.5878]"
2013-04-18 22:23:23,"[0.6665, 0.4848, 0.1639, -0.4533, -0.6965]"
2013-04-21 23:42:21,"[-0.5069, -0.9376, -0.2984, 0.5892, 0.962]"
2013-04-22 01:56:24,"[-2.7923, -2.0847, 0.2819, 2.1887, 1.7783]"
2013-04-22 01:57:59,"[-0.5209, -0.8477, -0.0873, 0.6081, 0.8007]"
2013-04-22 02:07:10,"[-0.5179, -0.9415, -0.2794, 0.5527, 0.8231]"
2013-04-23 01:00:16,"[0.7394, 0.0812, -0.2501, -0.3325, -0.2886]"
2013-04-23 01:36:48,"[-1.4027, -1.4122, 0.0895, 1.0947, 1.1495]"
2013-04-23 02:16:31,"[-0.1152, -0.7472, -0.1629, 0.1733, 0.697]"
2013-04-23 02:16:50,"[-1.1499, -0.9914, -0.1159, 0.8155, 1.0541]"
2013-04-23 03:07:30,"[1.4033, 0.3797, -0.2416, -0.7844, -0.7321]"
2013-04-23 08:35:43,"[0.1704, -0.483, -0.1326, 0.0271, 0.3184]"
2013-04-23 15:52:51,"[-1.7199, -1.7328, -0.3656, 1.1066, 2.1475]"
2013-04-23 22:42:03,"[2.6736, 2.167, 0.9377, -1.6655, -3.1993]"
2013-04-24 02:16:21,"[1.9333, 1.1639, 0.525, -1.0142, -1.993]"
2013-04-24 03:35:05,"[0.4949, -0.0015, -0.0986, -0.1482, -0.2649]"
2013-04-25 15:39:25,"[-1.2814, 0.1129, 1.4417, 0.8, -0.8861]"
2013-04-25 15:46:15,"[-2.3375, -2.0249, -0.0861, 1.7522, 2.0315]"
2013-04-25 15:54:47,"[-1.9126, -1.9257, -0.3624, 1.3924, 2.1589]"
2013-04-25 18:45:45,"[-1.902, -1.2627, 0.0911, 1.2674, 1.3381]"
2013-04-25 18:46:28,"[-1.7656, -2.1601, -0.6031, 1.2498, 2.6535]"
2013-04-26 01:21:08,"[0.1297, 1.7525, 1.8821, -0.282, -2.9079]"
2013-04-26 01:25:30,"[-2.0191, -0.317, 1.2568, 1.3092, -0.2312]"
2013-04-28 05:54:33,"[-0.1462, 0.0853, 0.2573, 0.3299, -0.3903]"
2013-04-30 00:18:26,"[-0.5292, -0.7807, -0.5275, 0.4547, 1.0054]"
2013-04-30 21:01:22,"[-0.4928, -0.6749, -0.0469, 0.5223, 0.6225]"
2013-05-01 16:30:23,"[-1.9093, -1.5722, 0.3969, 1.5565, 1.2428]"
2013-05-01 16:32:49,"[1.6675, 1.2501, 0.7459, -0.8024, -2.2266]"
2013-05-01 16:35:59,"[1.9246, 1.0111, 0.235, -1.0956, -1.5997]"
2013-05-01 17:03:29,"[-1.8918, -1.6775, 0.3253, 1.4857, 1.3556]"
2013-05-01 17:44:55,"[-1.5718, -1.5153, -0.2581, 1.0882, 1.7401]"
2013-05-02 01:08:07,"[1.1613, 1.1281, 0.6573, -0.6628, -1.8414]"
2013-05-02 01:12:05,"[-0.7568, 0.4059, 1.1203, 0.5109, -1.1513]"
2013-05-02 17:54:50,"[-1.144, -1.0243, -0.1929, 0.8267, 1.0685]"
2013-05-02 18:01:42,"[1.0023, 0.6928, 0.5056, -0.466, -1.4889]"
2013-05-02 20:17:29,"[-0.5228, -0.0408, 0.5514, 0.4375, -0.3809]"
2013-05-02 20:19:40,"[0.4136, 1.1966, 0.807, -0.5086, -1.5765]"
2013-05-03 08:41:24,"[0.4374, 0.5512, -0.119, -0.4156, -0.476]"
2013-05-03 08:43:12,"[1.4481, 1.1759, 0.4229, -0.8823, -1.7677]"
2013-05-03 16:55:22,"[0.7217, 1.0902, 0.6202, -0.5625, -1.5597]"
2013-05-03 18:24:48,"[0.5267, 0.8611, 0.7554, -0.4213, -1.4099]"
2013-05-03 18:50:54,"[-0.7625, -0.5742, -0.058, 0.4791, 0.6255]"
2013-05-03 18:52:58,"[-1.1208, -0.4012, 0.6096, 0.8027, -0.0194]"
2013-05-03 18:55:36,"[1.0021, 1.2021, 0.643, -0.6048, -1.832]"
2013-05-03 19:00:21,"[-0.4812, -0.928, -0.6314, 0.3263, 1.5334]"
2013-05-03 19:06:04,"[-0.4667, -0.4786, 0.1308, 0.3005, 0.3383]"
2013-05-03 19:28:10,"[-0.9694, -0.2303, 0.3262, 0.4655, 0.2344]"
2013-05-03 20:47:24,"[-2.1346, -1.8903, -0.622, 1.4937, 2.4208]"
2013-05-03 20:53:08,"[1.3179, 0.7201, -0.2009, -0.9506, -0.7828]"
2013-05-03 20:55:52,"[0.2833, -0.12, 0.0544, -0.0146, -0.209]"
2013-05-04 06:37:16,"[-1.5174, -1.7843, -0.4036, 1.0829, 2.0976]"
2013-05-04 06:38:21,"[0.5633, -0.3289, -0.4116, -0.0988, 0.2313]"
2013-05-04 15:37:59,"[-0.5872, -1.127, -0.255, 0.321, 1.3863]"
2013-05-04 15:38:53,"[-1.5134, -0.3263, 0.8403, 0.9864, -0.1672]"
2013-05-05 02:21:47,"[-0.7108, -0.8204, -0.1391, 0.5075, 0.8327]"
2013-05-05 02:51:06,"[-0.2103, -0.3319, -0.0047, 0.1407, 0.2784]"
2013-05-05 03:20:17,"[-0.0678, 0.2602, 0.6267, 0.0478, -0.7785]"
2013-05-05 16:27:53,"[-0.2271, 1.584, 1.8007, -0.1871, -2.4046]"
2013-05-06 19:13:07,"[-1.399, -0.5886, 0.3799, 0.7941, 0.5218]"
2013-05-06 19:25:28,"[-0.4048, -0.3699, 0.1381, 0.3732, 0.2224]"
2013-05-06 19:28:02,"[0.8132, -0.2851, -0.2482, -0.2779, 0.0775]"
2013-05-07 15:28:47,"[-1.1319, -0.5364, 0.4771, 0.9373, 0.1036]"
2013-05-07 15:37:20,"[-1.1518, 0.611, 1.3409, 0.7669, -1.2618]"
2013-05-07 15:40:49,"[-1.1026, -1.5954, -0.614, 0.6863, 2.02]"
2013-05-07 15:42:59,"[-0.6108, -0.3565, 0.1656, 0.4265, 0.2407]"
2013-05-07 15:47:20,"[0.3672, 1.032, 0.9949, -0.278, -1.7368]"
2013-05-08 23:06:16,"[-1.217, -1.5753, -0.2408, 0.947, 1.6582]"
2013-05-08 23:54:46,"[-0.1382, -0.0883, -0.1376, -0.0482, 0.1143]"
2013-05-09 00:16:25,"[-0.9803, -0.9134, -0.1613, 0.656, 1.0916]"
2013-05-09 00:58:49,"[-0.2382, -0.5696, -0.3571, 0.3113, 0.5848]"
2013-05-09 15:24:30,"[-2.0065, -1.3216, -0.1327, 1.237, 1.5789]"
2013-05-09 15:26:09,"[-1.192, -1.0426, -0.1534, 0.7558, 1.0952]"
2013-05-12 00:09:58,"[1.0688, 0.5108, -0.1533, -0.6603, -0.7237]"
2013-05-12 00:12:55,"[-0.9664, -0.5696, 0.2947, 0.6741, 0.3068]"
2013-05-12 00:22:33,"[-0.8565, -0.2518, 0.5944, 0.544, -0.1517]"
2013-05-12 00:32:04,"[0.2066, -0.2534, -0.3383, -0.0339, 0.2684]"
2013-05-12 00:43:46,"[1.3468, 0.7123, -0.0357, -0.7114, -1.0642]"
2013-05-12 00:44:53,"[1.9873, 1.826, 0.8809, -1.2366, -2.7853]"
2013-05-12 00:45:39,"[-1.3064, -1.0572, -0.1682, 0.7995, 1.2777]"
2013-05-12 00:53:04,"[-0.3616, 0.3481, 0.7779, 0.233, -0.8747]"
2013-05-12 00:55:39,"[-2.0488, -1.0576, 0.6909, 1.3991, 0.6235]"
2013-05-12 01:05:43,"[-0.6306, -0.0401, 0.2093, 0.2784, 0.0973]"
2013-05-12 02:52:50,"[-0.1901, 0.0709, 0.1086, 0.1925, -0.2917]"
2013-05-13 19:19:34,"[-0.9419, -0.4711, 0.1174, 0.6324, 0.4448]"
2013-05-13 19:31:56,"[-0.0782, 0.4655, 0.7944, 0.0946, -1.1574]"
2013-05-13 19:32:38,"[-1.0923, -1.1062, 0.107, 0.735, 0.9885]"
2013-05-13 19:33:46,"[-0.7497, 0.0094, 0.6048, 0.2932, -0.2102]"
2013-05-13 20:01:08,"[-2.548, -1.8902, 0.3704, 1.9258, 1.6834]"
2013-05-14 18:21:36,"[0.9254, 0.2683, -0.0115, -0.5837, -0.602]"
2013-05-14 20:29:38,"[-0.7823, -0.6421, -0.0491, 0.5009, 0.6488]"
2013-05-15 09:06:42,"[-0.6813, -0.5348, 0.0246, 0.548, 0.3326]"
2013-05-18 23:44:07,"[-0.3409, -0.586, -0.3119, 0.2217, 0.6437]"
2013-05-18 23:46:47,"[-0.2927, -0.2795, 0.1002, 0.1552, 0.1448]"
2013-05-19 01:49:07,"[-0.2553, -0.8201, -0.5139, 0.3282, 1.005]"
2013-05-19 17:02:33,"[-0.4381, -0.6013, -0.3033, 0.4255, 0.676]"
2013-05-20 21:45:10,"[-0.5002, -0.2525, 0.0619, 0.2838, 0.2368]"
2013-05-20 21:50:31,"[-0.7105, -0.8693, -0.0619, 0.563, 0.7944]"
2013-05-22 21:45:55,"[1.7699, 0.4057, -0.1469, -0.8014, -0.8414]"
2013-05-23 09:55:03,"[-0.2274, -0.375, 0.0038, 0.3113, 0.161]"
2013-05-23 15:36:20,"[0.3613, -0.1352, -0.3115, -0.2213, 0.2601]"
2013-05-23 15:42:02,"[2.2331, 1.4219, 0.256, -1.4545, -1.8875]"
2013-05-24 04:38:23,"[0.5254, 0.1752, 0.2246, -0.1353, -0.6415]"
2013-05-24 04:46:25,"[0.986, 0.5274, -0.3152, -0.6567, -0.5326]"
2013-05-24 05:02:38,"[1.7636, 1.7288, 0.9093, -1.0815, -2.5674]"
2013-05-24 07:04:59,"[0.316, 1.0224, 1.014, -0.4194, -1.5999]"
2013-05-24 10:54:22,"[-0.8985, -1.0532, -0.279, 0.7825, 1.1581]"
2013-05-24 12:32:04,"[1.9183, 1.1673, 0.1802, -1.0633, -1.76]"
2013-05-25 01:01:06,"[-2.0813, -2.0066, -0.4373, 1.7213, 2.2149]"
2013-05-25 01:05:25,"[0.6546, 1.7328, 1.4518, -0.7675, -2.5476]"
2013-05-25 01:10:57,"[0.4796, 0.2843, 0.164, -0.3079, -0.5382]"
2013-05-25 01:16:08,"[-0.3231, 0.1235, 0.399, 0.203, -0.4074]"
2013-05-25 01:22:04,"[0.3967, -0.0167, 0.163, -0.0585, -0.3929]"
2013-05-25 01:25:57,"[1.7113, 1.2711, 0.4517, -1.0959, -1.8472]"
2013-05-25 01:29:55,"[-1.6361, -0.67, 0.5803, 1.016, 0.5095]"
2013-05-25 01:34:20,"[-1.2586, 0.1532, 0.6864, 0.3652, -0.1705]"
2013-05-25 01:39:02,"[-0.6789, -0.9993, -0.5397, 0.5372, 1.1384]"
2013-05-25 01:41:56,"[-1.2855, -0.6268, 0.2035, 0.843, 0.6301]"
2013-05-25 01:45:48,"[0.7808, 0.4106, 0.1243, -0.4642, -0.676]"
2013-05-25 01:52:15,"[0.3761, 0.4484, 0.4007, -0.2332, -0.8483]"
2013-05-25 01:54:24,"[1.7837, 1.1264, 0.5177, -1.0082, -1.8881]"
2013-05-25 02:03:13,"[0.6041, 1.5639, 1.5354, -0.7021, -2.5368]"
2013-05-25 02:12:31,"[0.7391, 0.4161, -0.1622, -0.4626, -0.4021]"
2013-05-25 02:22:21,"[-1.1618, 0.0276, 0.5396, 0.5235, -0.1212]"
2013-05-25 02:43:11,"[-1.4377, -1.9778, -1.081, 1.025, 2.725]"
2013-05-25 03:01:52,"[-1.7313, -0.3794, 1.1203, 1.0676, -0.177]"
2013-05-25 03:09:28,"[-0.9699, 0.0626, 0.8329, 0.6752, -0.5958]"
2013-05-25 03:32:45,"[0.8164, 1.9169, 1.3623, -0.8891, -2.6836]"
2013-05-25 07:45:32,"[-2.0326, -1.3287, 0.7771, 1.7801, 0.6188]"
2013-05-25 18:08:54,"[1.1866, 0.7312, 0.2412, -0.466, -1.2777]"
2013-05-25 18:15:55,"[0.9722, 0.4651, -0.014, -0.4501, -0.7371]"
2013-05-25 18:21:59,"[-0.7079, -1.0841, -0.4609, 0.4786, 1.3237]"
2013-05-25 18:28:03,"[1.2358, 1.8447, 0.9517, -0.9852, -2.4788]"
2013-05-25 18:53:03,"[0.9743, 0.9723, 0.5403, -0.6609, -1.3421]"
2013-05-25 19:58:08,"[1.3731, 1.2555, 0.7079, -0.8217, -2.0208]"
2013-05-25 19:59:59,"[1.001, 0.3939, 0.1583, -0.3263, -1.0301]"
2013-05-25 20:01:39,"[-0.8544, 0.0872, 0.8128, 0.6286, -0.7281]"
2013-05-25 20:25:29,"[-1.122, 0.0524, 0.9194, 0.6968, -0.5056]"
2013-05-25 20:39:58,"[0.3276, 0.5047, 0.3833, -0.3218, -0.7733]"
2013-05-25 21:01:04,"[0.0539, -0.3142, 0.0344, 0.2533, 0.0078]"
2013-05-25 21:14:55,"[0.3492, 0.6261, 0.6267, -0.2215, -1.2313]"
2013-05-26 03:58:35,"[-0.289, -0.4084, 0.038, 0.3325, 0.2717]"
2013-05-26 21:35:17,"[-0.0288, 0.6303, 0.6177, 0.0214, -1.0188]"
2013-05-30 09:54:40,"[0.6662, -0.0107, -0.001, -0.1285, -0.4236]"
2013-05-30 18:47:47,"[-0.7091, -1.0428, -0.9148, 0.5034, 1.6403]"
2013-06-03 04:06:33,"[-1.2108, -1.2401, -0.7987, 0.8699, 1.8847]"
2013-06-03 06:29:22,"[-0.4825, 0.607, 0.8304, -0.0605, -0.8086]"
2013-06-03 07:53:19,"[-0.5446, -0.1528, -0.0099, 0.3281, 0.1936]"
2013-06-03 22:51:08,"[-1.671, -1.8547, -0.5296, 1.0628, 2.3918]"
2013-06-05 02:35:23,"[0.7106, 0.2951, -0.022, -0.4987, -0.4428]"
2013-06-06 09:01:13,"[0.4605, 1.0409, 1.0107, -0.229, -1.8264]"
2013-06-06 15:12:24,"[0.6336, 0.0515, -0.0392, -0.3192, -0.2199]"
2013-06-06 15:22:54,"[0.3509, 1.5853, 1.4884, -0.3733, -2.6143]"
2013-06-06 15:27:35,"[-0.9372, 0.6458, 1.1253, 0.1738, -0.9912]"
2013-06-08 19:05:21,"[-0.2882, -0.2964, -0.0911, 0.1305, 0.4647]"
2013-06-08 19:15:21,"[0.0666, -0.826, -0.2793, 0.0178, 0.8655]"
2013-06-10 08:57:16,"[-0.6654, -0.8939, -0.8352, 0.5074, 1.5678]"
2013-06-12 06:37:44,"[-1.6366, -0.4194, 0.9049, 1.1212, 0.0093]"
